queueId,teamColor,matchId,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
5V5 RANKED SOLO GAMES,Red,3940122240,1,0,0,6849,10,96,KogMaw,0,2,1248,1248,1248,4599,4,0,0,0,False,False,False,False,False,True,6459,5400,BOTTOM,0,0,Doran's Blade,Immortal Shieldbow,Berserker's Greaves,Long Sword,,,Stealth Ward,13,0,1,BOTTOM,286,0,1,459,16449,7279,3105,0,0,0,0,0,9,0,45264,6672,6415,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,CARRY,0,35,32,12,22,3,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,BOTTOM,3,1269,69449,15952,0,9810,1176,48,154,71,61,2,0,7735,2000,288,0,3,0,8,0,1,7,False
5V5 RANKED SOLO GAMES,Red,3940058311,0,0,0,7039,10,222,Jinx,0,3,882,1035,882,6682,3,1,0,0,False,False,False,False,False,True,6630,6325,BOTTOM,0,0,Refillable Potion,Galeforce,Berserker's Greaves,Zeal,Doran's Blade,,Farsight Alteration,12,0,1,BOTTOM,301,0,1,632,3033,926,2276,4,0,0,0,0,9,0,69904,6139,9023,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,CARRY,0,118,21,6,3,2,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,BOTTOM,6,1270,75543,7066,0,11507,2991,330,158,27,42,2,0,2605,0,206,0,5,0,16,1,7,7,False
5V5 RANKED SOLO GAMES,Red,3939989615,2,0,0,7049,10,43,Karma,0,11,0,855,0,4521,3,7,0,0,True,False,False,False,False,False,6496,5860,UTILITY,0,1,Shurelya's Battlesong,Ionian Boots of Lucidity,Shard of True Ice,Control Ward,Oblivion Orb,Amplifying Tome,Oracle Lens,24,0,1,BOTTOM,0,0,1,1359,18865,6706,2481,0,0,1,0,0,10,0,4033,610,6159,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,79,12,117,26,5,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,UTILITY,19,1813,23515,7933,2987,8972,395,0,22,172,45,1,0,616,616,332,0,10,0,74,9,14,37,False
5V5 RANKED SOLO GAMES,Blue,3939942480,10,0,0,8383,11,526,Rell,0,13,0,1610,0,14430,6,11,0,0,True,False,False,False,False,True,6717,6475,UTILITY,0,0,Ionian Boots of Lucidity,Locket of the Iron Solari,Bulwark of the Mountain,,Bramble Vest,Giant's Belt,Oracle Lens,27,0,1,BOTTOM,0,0,1,558,7950,3894,3339,0,0,0,0,0,5,0,3504,981,7510,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,53,33,43,6,9,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,100,UTILITY,28,1676,18898,5453,536,11065,1333,842,36,53,134,5,0,7443,578,216,0,3,0,65,11,9,35,True
5V5 RANKED SOLO GAMES,Red,3938918899,13,0,1,4788,8,412,Thresh,0,7,2729,2729,2729,3169,0,3,0,0,True,False,False,False,False,False,5122,3675,UTILITY,1,0,Boots of Swiftness,Refillable Potion,Pauldrons of Whiterock,Control Ward,Kindlegem,Bandleglass Mirror,Oracle Lens,16,0,1,NONE,0,0,1,0,7765,2427,949,0,0,0,0,0,10,0,6592,1017,4140,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,16,14,14,1,2,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,UTILITY,13,948,20002,3655,630,5089,768,0,22,58,0,1,0,5643,210,0,0,1,0,25,5,2,12,True
5V5 RANKED SOLO GAMES,Red,3938953725,13,0,0,9538,12,111,Nautilus,0,10,527,3482,527,28126,6,7,0,0,False,True,False,True,False,False,8920,8350,UTILITY,0,1,Mercury's Treads,Locket of the Iron Solari,Bulwark of the Mountain,Control Ward,Abyssal Mask,Kindlegem,Oracle Lens,28,1,3,BOTTOM,0,2,1,560,10100,4338,4801,0,0,1,0,0,10,0,8916,2205,12361,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,65,28,31,9,17,,7,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,UTILITY,56,1773,28390,7686,787,17543,641,0,59,215,148,1,0,9373,1142,379,1,8,0,65,8,9,28,False
5V5 RANKED SOLO GAMES,Red,3938887436,10,0,0,10382,13,526,Rell,0,13,0,0,0,24584,4,9,0,0,False,False,False,False,False,False,7015,6625,UTILITY,0,2,Bramble Vest,Locket of the Iron Solari,Bulwark of the Mountain,Control Ward,Ionian Boots of Lucidity,Giant's Belt,Oracle Lens,27,0,2,BOTTOM,0,0,1,954,6492,4633,6972,0,0,1,0,0,10,0,3065,809,11875,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,58,29,37,6,10,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,UTILITY,21,1772,15166,6154,334,19588,1923,622,32,29,135,4,0,5608,712,740,0,10,0,59,11,9,30,False
5V5 RANKED SOLO GAMES,Blue,3938850865,12,0,0,12306,14,875,Sett,0,8,0,434,0,35377,10,4,1,0,False,False,False,False,False,False,9816,9375,BOTTOM,0,1,Doran's Blade,Stridebreaker,Sterak's Gage,Control Ward,Plated Steelcaps,Recurve Bow,Oracle Lens,28,1,3,MIDDLE,0,2,2,357,0,0,9689,4,0,1,0,0,5,0,92491,14847,17650,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,DUO,0,50,28,36,8,3,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,100,BOTTOM,35,1783,102149,17962,0,27823,2210,0,165,273,283,1,0,9658,3115,483,0,8,0,26,5,5,11,False
5V5 RANKED SOLO GAMES,Red,3938767217,13,0,0,5420,9,117,Lulu,0,6,148,148,148,5101,4,3,0,0,False,False,False,False,False,True,5182,4550,UTILITY,0,0,Shurelya's Battlesong,Refillable Potion,Shard of True Ice,Control Ward,Mercury's Treads,,Oracle Lens,17,0,2,NONE,0,0,1,321,6051,3740,4550,0,0,0,0,0,10,0,3348,1739,3780,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,44,26,36,4,3,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,UTILITY,21,975,9554,5549,2405,8583,2379,878,7,144,40,5,0,154,70,253,0,1,0,20,4,1,14,True
5V5 RANKED SOLO GAMES,Red,3938294736,15,0,6,17084,17,202,Jhin,0,6,9552,14459,9552,12261,3,3,1,0,False,False,False,False,False,False,15927,13525,BOTTOM,1,0,Eclipse,Guardian Angel,The Collector,Rapid Firecannon,Cloak of Agility,Boots of Swiftness,Farsight Alteration,27,2,9,BOTTOM,1261,6,2,870,7603,2103,9387,16,1,0,0,0,9,0,223861,32161,13522,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,CARRY,0,124,49,42,40,4,,7,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,BOTTOM,27,2150,232374,34445,0,25751,14412,1329,222,106,64,5,0,908,180,2842,5,3,0,37,3,6,22,True
5V5 RANKED SOLO GAMES,Red,3938340799,7,0,0,5637,9,43,Karma,0,8,1457,1457,1457,4218,2,2,0,0,True,False,False,False,False,True,6168,6000,BOTTOM,0,0,Shurelya's Battlesong,Ionian Boots of Lucidity,Doran's Ring,Control Ward,Bandleglass Mirror,Oblivion Orb,Oracle Lens,23,0,2,NONE,0,0,1,686,27041,3965,2123,0,0,0,0,0,10,0,10561,791,6009,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,58,7,51,16,3,,1,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,BOTTOM,11,958,44248,4866,1131,8282,87,0,107,133,21,1,0,6645,110,149,0,0,0,8,4,1,5,True
5V5 RANKED SOLO GAMES,Red,3937708042,3,0,0,6737,10,202,Jhin,0,10,894,894,894,4494,5,0,0,0,False,False,False,False,False,True,6389,6075,BOTTOM,0,0,Boots of Swiftness,Galeforce,Last Whisper,Control Ward,,,Stealth Ward,22,0,0,BOTTOM,588,0,0,478,433,188,4112,0,0,0,0,0,9,0,66978,7705,6022,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,CARRY,0,59,20,18,10,2,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,273,From Iron,False,200,BOTTOM,12,1215,67412,7893,0,10690,2006,285,152,33,134,2,0,0,0,556,0,5,0,10,1,2,6,False
5V5 RANKED SOLO GAMES,Red,3937682265,9,0,0,8160,11,21,MissFortune,0,1,95,95,95,7516,5,0,0,0,False,False,False,False,False,False,8134,7650,BOTTOM,0,1,Doran's Blade,Cloak of Agility,Cull,Berserker's Greaves,Kraken Slayer,Last Whisper,Farsight Alteration,15,0,1,BOTTOM,491,0,1,475,2103,653,2860,4,0,1,0,0,9,0,62363,10495,8556,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,CARRY,0,58,23,23,5,3,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,BOTTOM,6,1497,69060,12053,0,11623,2978,691,129,74,108,4,0,4593,905,207,0,8,0,15,0,5,8,False
5V5 RANKED SOLO GAMES,Red,3937648892,1,0,0,3807,7,89,Leona,0,9,289,2035,289,4566,1,3,0,0,False,False,False,False,False,True,3390,2500,UTILITY,0,0,Refillable Potion,Broken Stopwatch,Runesteel Spaulders,Control Ward,Plated Steelcaps,Ruby Crystal,Oracle Lens,18,0,0,NONE,0,0,0,575,2999,1021,1027,0,0,0,0,0,10,0,5035,873,3422,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,14,11,10,4,3,,3,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,UTILITY,15,924,19013,2238,0,4539,76,103,28,27,14,2,0,10978,344,90,0,4,0,19,4,2,11,False
5V5 RANKED SOLO GAMES,Red,3937602783,9,0,0,8558,11,412,Thresh,0,13,784,994,784,9184,7,10,0,0,False,False,False,False,False,True,6619,5875,UTILITY,0,0,Shurelya's Battlesong,Refillable Potion,Pauldrons of Whiterock,Control Ward,Mobility Boots,Negatron Cloak,Oracle Lens,24,0,1,BOTTOM,0,0,1,368,7706,4127,3856,0,0,0,0,0,10,0,5867,781,10012,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,25,21,18,7,4,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,UTILITY,21,1633,18785,5331,1114,14919,1067,0,40,77,158,1,0,5211,422,1049,0,6,0,68,11,11,34,False
5V5 RANKED SOLO GAMES,Red,3937544913,15,0,0,7097,10,111,Nautilus,0,9,282,1778,282,14792,4,5,0,0,False,True,False,False,False,True,6593,6475,UTILITY,0,0,Bramble Vest,Locket of the Iron Solari,Targon's Buckler,Control Ward,Plated Steelcaps,Giant's Belt,Oracle Lens,26,1,2,BOTTOM,2,2,1,677,9835,4935,2941,0,0,0,0,0,10,0,7102,2299,6481,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SOLO,0,47,22,25,5,9,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,UTILITY,50,1323,23567,7685,575,10106,0,0,26,215,99,0,0,6629,450,683,0,0,0,43,7,7,17,True
5V5 RANKED SOLO GAMES,Red,3937507980,13,0,1,8444,11,111,Nautilus,0,12,602,3459,602,16762,4,7,0,0,False,False,False,False,False,False,6852,5650,UTILITY,0,0,Plated Steelcaps,Locket of the Iron Solari,Bulwark of the Mountain,Control Ward,Negatron Cloak,,Oracle Lens,28,0,2,BOTTOM,0,0,1,674,9017,3239,2832,0,0,0,0,0,10,0,7542,1826,6630,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,43,28,20,6,10,,4,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,UTILITY,40,1406,27261,5672,855,10837,0,0,35,199,82,0,0,10702,606,1375,0,0,0,50,9,10,25,True
5V5 RANKED SOLO GAMES,Blue,3937500464,0,0,0,4275,8,44,Taric,0,5,0,0,0,6824,3,2,0,0,False,False,False,False,False,False,4417,3975,UTILITY,0,1,Shurelya's Battlesong,Refillable Potion,Runesteel Spaulders,Control Ward,Boots,Cloth Armor,Oracle Lens,15,0,1,BOTTOM,0,0,1,793,3114,1139,4234,0,0,1,0,0,5,0,5013,485,4462,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,27,20,20,2,2,,4,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,100,UTILITY,10,1266,14300,2021,1459,8874,2993,1870,29,34,72,4,0,6172,396,177,0,8,0,47,3,5,18,False
5V5 RANKED SOLO GAMES,Red,3937358366,18,0,0,10840,13,412,Thresh,0,10,372,2337,372,10594,3,4,0,0,False,False,False,False,False,False,9065,8400,UTILITY,0,0,Shurelya's Battlesong,Zeke's Convergence,Pauldrons of Whiterock,Control Ward,Ionian Boots of Lucidity,Giant's Belt,Oracle Lens,26,0,2,BOTTOM,0,0,1,962,8281,4216,6045,0,0,0,0,0,10,0,6088,915,7267,4568,6zpHc103eNNhAt8xC6Ujhak476wF7TuTm4K4vrCU2Zuu9YfJo1teFVMGF-89uxRf0HZdF_jmjQplhg,0,,,SUPPORT,0,29,30,23,10,5,,5,,-wR2sAu8IN0jiLgjgGyDQsjpnyX5tSwTwZHcIE7L9aS1TbyQ,272,From Iron,False,200,UTILITY,28,1755,19492,5132,3412,14232,1118,0,36,80,100,1,0,5122,0,919,0,3,0,79,6,12,27,True
